Tweet,Suicide,Clean_Tweet
i just finished feeding kayden his breakfast so now we are relaxing and watching shrek,Not Suicide post,finished feeding kayden breakfast relaxing watching shrek
when my bottle pop shake me,Not Suicide post,bottle pop shake
oh blimey it's not you is it don't worry i wouldn't say anything here that i wouldn't say to them personally,Not Suicide post,oh blimey 's n't worry would n't say anything would n't say personally
just waking up and can't decide what drink to have for breakfast amp some people are becoming twitter addicts its funny,Not Suicide post,waking ca n't decide drink breakfast amp people becoming twitter addict funny
and as we turn and look to the future very interesting times ahead,Not Suicide post,turn look future interesting time ahead
congratulations to for winning music group of 2018 at the,Not Suicide post,congratulation winning music group 2018
going back to os x after a forced 5 month hiatus with only my windows and linux boxes makes me a happy camper,Not Suicide post,going back o x forced 5 month hiatus window linux box make happy camper
12 hr debugging for a css problem on a colleague's computer before i remembered that i installed ie8 on my pc a couple of weeks ago,Not Suicide post,12 hr debugging c problem colleague 's computer remembered installed ie8 pc couple week ago
anyways arohas lets work hard to show our love and suppofor astro in this comeback as they provide us with another good,Not Suicide post,anyways arohas let work hard show love suppofor astro comeback provide u another good
tillsonburg ontario ok,Potential Suicide post ,tillsonburg ontario ok
i took a twitter break now i'm back,Not Suicide post,took twitter break 'm back
hah round is a shape indeed and there are round parts of me i'd like to plane down,Not Suicide post,hah round shape indeed round part 'd like plane
nishinoya small and ready to die eat my ass spirits,Potential Suicide post ,nishinoya small ready die eat a spirit
i think it may be time for some really dirty songs from nickelback lol,Not Suicide post,think may time really dirty song nickelback lol
it's just a toolbar with a set of functions not very special actually it's not that specifically useful for a translator,Not Suicide post,'s toolbar set function special actually 's specifically useful translator
fuck it i can't sleep going shopping today,Not Suicide post,fuck ca n't sleep going shopping today
i be asking god why do i keep loosing people in my life but i see why everyday you can't move ahead in life,Not Suicide post,asking god keep loosing people life see everyday ca n't move ahead life
hurrah someone is listening delay so long have now missed meeting back home to walk dog and reschedule,Not Suicide post,hurrah someone listening delay long missed meeting back home walk dog reschedule
i think he got our descriptions mixed up bugmum either that or you gotta tease him more treat em mean,Not Suicide post,think got description mixed bugmum either got ta tease treat em mean
had to follow after reading that tweet about quotwhy is it that every second quot,Not Suicide post,follow reading tweet quotwhy every second quot
looking forward to the new website,Not Suicide post,looking forward new website
wishing you all the happiness and love in the,Not Suicide post,wishing happiness love
feel like running away far away in a great place where no one can find me,Not Suicide post,feel like running away far away great place one find
i'm gunna have a lazy day today woo good timezzzzzzzz,Not Suicide post,'m gunna lazy day today woo good timezzzzzzzz
i want to kill myself but i am afraid to die i have been dealing with this pain for about 3 years i have seen many therapists and have tried medication nothing has worked i told my parents tonight that i wanted to commit suicide and it has caused nothing but chaos in my house i have been looking online for ways to die and have figured that drinking and taking medication is the way to go for me i have already been drinking but have been hesitant to take medication because i am scared to die i do not believe in god i do not know what comes after death i am scared of pain and afraid that it will huand i will not succeed,Potential Suicide post ,want kill afraid die dealing pain 3 year seen many therapist tried medication nothing worked told parent tonight wanted commit suicide caused nothing chaos house looking online way die figured drinking taking medication way go already drinking hesitant take medication scared die believe god know come death scared pain afraid huand succeed
i stay up all night tryna make myself feel alright i'm too uncomfortable to fall asleep ugh fuck this bitch of a ro,Potential Suicide post ,stay night tryna make feel alright 'm uncomfortable fall asleep ugh fuck bitch ro
my life is meaningless i just want to end my life so badly my life is completely empty and i dont want to have to create meaning in it creating meaning is pain how long will i hold back the urge to run my car head first into the next person coming the opposite way when will i stop feeling jealous of tragic characters like gomer pile for the swift end they were able to bring to their lives,Potential Suicide post ,life meaningless want end life badly life completely empty dont want create meaning creating meaning pain long hold back urge run car head first next person coming opposite way stop feeling jealous tragic character like gomer pile swift end able bring life
hi tita now i know why she is the most humble and most genuine even though it,Not Suicide post,hi tita know humble genuine even though
why is it that i can absolutely nail my job that i despise with all my heabut manage to royally fuck up every si,Potential Suicide post ,absolutely nail job despise heabut manage royally fuck every si
sat at home doing nothing looking foward to bakewell next week though,Not Suicide post,sat home nothing looking foward bakewell next week though
i have liked ryder for quite awhile amp it was good to see him perform on a televised fight i am loving it,Not Suicide post,liked ryder quite awhile amp good see perform televised fight loving
haha 2 am lol oh my god im freezing too haha,Not Suicide post,haha 2 lol oh god im freezing haha
i saw your photos hot,Not Suicide post,saw photo hot
cool now i have my own leaping theme music i am going to forgo thinking about the fact that it is the pepe le pew music and just leap,Not Suicide post,cool leaping theme music going forgo thinking fact pepe le pew music leap
about time that mc flipside mix came out its sooooooooooooo goooooooooood,Not Suicide post,time mc flipside mix came sooooooooooooo goooooooooood
with my financial situation getting worse so does my mental health suicide is my plan z and i feel like i am about to reach plan z i think i should have just committed suicide at 15 years old when i thought about it a lot now i grew up and i made my life worse,Potential Suicide post ,financial situation getting worse mental health suicide plan z feel like reach plan z think committed suicide 15 year old thought lot grew made life worse
every day becomes a disappointment for us americans that want our america back as it is to be l,Potential Suicide post ,every day becomes disappointment u american want america back l
i am supporting for this,Not Suicide post,supporting
i am just tired of everything i want to die,Potential Suicide post ,tired everything want die
how much anger must you be carrying to treat a stranger whos lifestrugglesbattles you know nothing about so poorly,Potential Suicide post ,much anger must carrying treat stranger who lifestrugglesbattles know nothing poorly
prays for his new job career praise god i got a new job,Not Suicide post,prays new job career praise god got new job
hooraaaaaaaaaay proud to have been an itty bitty droplet in this congratulations you,Not Suicide post,hooraaaaaaaaaay proud itty bitty droplet congratulation
release my body,Potential Suicide post ,release body
i swear some you motherfuckers want people to be horrible racist rapist homophobic pedophiles after they die and you gi,Potential Suicide post ,swear motherfucker want people horrible racist rapist homophobic pedophile die gi
me happy birthday loving the foxy avatar pic as well serious party plans for the big day,Not Suicide post,happy birthday loving foxy avatar pic well serious party plan big day
i did something on the 2 of october i overdosed i just felt so alone and horrible i was in hospital for two days now when i walk down the hallways of my school they always look at me weird and say i should take more pills and i hate it i have no one i have this voice in my head now and it wont go away and i cant be myself anymore thanks for reading,Potential Suicide post ,something 2 october overdosed felt alone horrible hospital two day walk hallway school always look weird say take pill hate one voice head wont go away cant anymore thanks reading
big law killed my husband' an open letter from a sidley partner's widow,Potential Suicide post ,big law killed husband ' open letter sidley partner 's widow
we can all have a fun ladies night anyone can join,Not Suicide post,fun lady night anyone join
guess who will die today thats me im too tired of everything rn and im too hurt,Potential Suicide post ,guess die today thats im tired everything rn im hurt
i just want to bring up mac didnt die from cocaine mixed with fentanyl he literally had a line shit aint been t,Potential Suicide post ,want bring mac didnt die cocaine mixed fentanyl literally line shit aint
watching tron oh my goodness genius stuff d the bike scene just flashed by,Not Suicide post,watching tron oh goodness genius stuff bike scene flashed
having sugar puffs for breakfast amp listening to mcfly what a great way to stamy day,Not Suicide post,sugar puff breakfast amp listening mcfly great way stamy day
having 100 slides again,Not Suicide post,100 slide
newfoundland canada i want to say ill never be active again not quite sure i dont have any reason to be on here anymore anyways bye everyone t,Potential Suicide post ,newfoundland canada want say ill never active quite sure dont reason anymore anyways bye everyone
we are open again today from 1000 am til 7 pm come in and see us,Not Suicide post,open today 1000 til 7 pm come see u
sorry i keep missing you kd you don't need to apoligise for nothing we all have bad days an what you are dealing,Potential Suicide post ,sorry keep missing kd n't need apoligise nothing bad day dealing
bless ya fella,Not Suicide post,bless ya fella
i never say my life is miserable my life is pretty good not going to lie but what it seems to be a privileged life may n,Potential Suicide post ,never say life miserable life pretty good going lie seems privileged life may n
good routes here was today's ride 2 laps,Not Suicide post,good route today 's ride 2 lap
this is painful and just the thought of losing another young person to suicide makes it extremely hard to see a fam,Potential Suicide post ,painful thought losing another young person suicide make extremely hard see fam
i loved you on chelsea lately,Not Suicide post,loved chelsea lately
moody woods is absolutely awesome,Not Suicide post,moody wood absolutely awesome
since we're talking abt him hey uhh remember when yanderedev said intellectually disabled people deserve to die p,Potential Suicide post ,since 're talking abt hey uhh remember yanderedev said intellectually disabled people deserve die p
oh that was great thanks i'll pass it around,Not Suicide post,oh great thanks 'll pa around
oh my god serious why not it was shit im getting thursday off tho wat do you want to do i got a reply yeow,Not Suicide post,oh god serious shit im getting thursday tho wat want got reply yeow
you're such a sweet daughterinlaw i hope it goes well today,Not Suicide post,'re sweet daughterinlaw hope go well today
ooh i've never been to the alameda flea market must check it out thank you,Not Suicide post,ooh 've never alameda flea market must check thank
cool stuff,Not Suicide post,cool stuff
i've truly never been happier with my life i'm rid of all the toxic people who brought me down and those,Potential Suicide post ,'ve truly never happier life 'm rid toxic people brought
thats a big one,Not Suicide post,thats big one
was no reason for you to get banned 2k not rightronnie stay banning folks that do nothing but try,Potential Suicide post ,reason get banned 2k rightronnie stay banning folk nothing try
damn i really do hate myself,Potential Suicide post ,damn really hate
night all just enjoyed a chat on connect2mums check it out,Not Suicide post,night enjoyed chat connect2mums check
world got the right path celebrating 'matri pitri pujan diwas' started by,Not Suicide post,world got right path celebrating 'matri pitri pujan diwas ' started
lol he makes a few good points i love the 'customers who bought crocs also bought' hilarious,Not Suicide post,lol make good point love 'customers bought crocs also bought ' hilarious
aahhh i need sleep but cloverfield at 3am was worth it,Not Suicide post,aahhh need sleep cloverfield 3am worth
yeah i remembered reading about that i think someone else mentioned itthere's still room in the market,Not Suicide post,yeah remembered reading think someone else mentioned itthere 's still room market
i gotcha this is my fridge not sure it's photographed well though arg,Not Suicide post,gotcha fridge sure 's photographed well though arg
is glad she got changed 3 times this morning xd its lovely amp sunny,Not Suicide post,glad got changed 3 time morning xd lovely amp sunny
i will probably kill myself before 2018 i have always been depressed as long as i can remember summers are better but school always makes it much worse i probably would have tried to kill myself last may if i had a car now i do last may was the worst its ever been i transferred to an early college program soi amtaking classes at the cc instead of my shitass high school ive only been in school for two weeks and its progressing way faster than normal i don't know why i want to die nothing traumatic has happened to me but i do i hate myself so much i will probably co myself if this doesnt get better soon,Potential Suicide post ,probably kill 2018 always depressed long remember summer better school always make much worse probably would tried kill last may car last may worst ever transferred early college program soi amtaking class cc instead shitass high school ive school two week progressing way faster normal n't know want die nothing traumatic happened hate much probably co doesnt get better soon
'evening carlota not bad thanks a bit tired but that is normal rolls eyes,Not Suicide post,'evening carlota bad thanks bit tired normal roll eye
well he was partially right i do want him to get sick and die and i would dance on his grave may,Potential Suicide post ,well partially right want get sick die would dance grave may
i am really goodtired but good,Not Suicide post,really goodtired good
im at the point of the semester where im so tired of everything i just want to roll over and die,Potential Suicide post ,im point semester im tired everything want roll die
today i almost kill myself because i almost hit by a bus thank allah,Not Suicide post,today almost kill almost hit bus thank allah
my friends think i'm weird because i watch the news all the timewatching the news,Not Suicide post,friend think 'm weird watch news timewatching news
i want to overdose on advil and benadryl and just end this i have enough to do the job i am really tired of this shit i just want to give up,Potential Suicide post ,want overdose advil benadryl end enough job really tired shit want give
lololololol i hate how i trust people with ugly pictures of myself and then they break that trust like lol damn ok it be like that sometimes,Potential Suicide post ,lololololol hate trust people ugly picture break trust like lol damn ok like sometimes
hers my view from canada for what its worth more than half of you didor he wouldnt be presidenthe treats his friends like shiteveryone is now his enemythe usa has lost all respect from herewe want tou to build the wall herecause we just dont trust you anymore,Potential Suicide post ,view canada worth half didor wouldnt presidenthe treat friend like shiteveryone enemythe usa lost respect herewe want tou build wall herecause dont trust anymore
i want you to explain yourself to me,Not Suicide post,want explain
i am so jealous of this insane story i want to die,Potential Suicide post ,jealous insane story want die
and such a beautiful if typically mac'y web site too,Not Suicide post,beautiful typically mac ' web site
im going to kill myself my ateacher just expanded the homework we needed to go by like fucking five times i tho,Potential Suicide post ,im going kill ateacher expanded homework needed go like fucking five time tho
that dalek is great,Not Suicide post,dalek great
daughter was delighted to see this assistant referee today 'her hair is like mine can i be a referee ',Not Suicide post,daughter delighted see assistant referee today 'her hair like mine referee '
mbappe is not tired,Not Suicide post,mbappe tired
i agree its awful and makes no sense regardless of his last mistakes he didnt deserve to die and mocking him,Potential Suicide post ,agree awful make sense regardless last mistake didnt deserve die mocking
the pentagon spent millions to prevent suicides but the suicide rate went up instead,Potential Suicide post ,pentagon spent million prevent suicide suicide rate went instead
man game of thrones is going to end next year and i'll have to wait 10 years for twow and ados to come out to get m,Potential Suicide post ,man game throne going end next year 'll wait 10 year twow ado come get
hi just joined and i think it's brill haha still in bedcouldn't be bothered getting up anywaybye,Not Suicide post,hi joined think 's brill haha still bedcould n't bothered getting anywaybye
thinking about killing myself i got raped at 10 years old by a drunk homeless man and who is trying to find where i live and i am now 19 year old boy with no friends my gf dumped me everyone hates me my mom and dad hate me i got abused when i was kid i dont have any reason to live anymore i want to kill myself,Potential Suicide post ,thinking killing got raped 10 year old drunk homeless man trying find live 19 year old boy friend gf dumped everyone hate mom dad hate got abused kid dont reason live anymore want kill
wasn't the performance we wanted but delighted with a point we're still unbeaten amp got the best gk in the world,Not Suicide post,n't performance wanted delighted point 're still unbeaten amp got best gk world
in ny no flight delays thank goodness las vegas was memorable loved fobatlcs concert,Not Suicide post,ny flight delay thank goodness la vega memorable loved fobatlcs concert
is going to take a nap before going for bm tuition,Not Suicide post,going take nap going bm tuition
they figure me a dead motherfucker,Potential Suicide post ,figure dead motherfucker
isn't that sweet of them altruism at it's finest,Not Suicide post,n't sweet altruism 's finest
edit my mood,Not Suicide post,edit mood
she's soo cute good luck with the museum thing lol,Not Suicide post,'s soo cute good luck museum thing lol
i think the ginger next door are having a fight like a bad one i don't know what to do,Not Suicide post,think ginger next door fight like bad one n't know
want to kill him,Not Suicide post,want kill
why is mankind afraid of death lately i am asking myself more often and often why do we fear death nowdays back in the middle ages for example of course you fear getting in hell and stupid shit like that but today even if it is completly painless why would you struggle to just end it all i myself am not suicidal i would say even if i think about it more than often to just quit go the pussy but easy way why should i struggle with life instead of going the easy route personally i think its because mankind fears the unkown we dont know whats after death because none really came back from actual death and reported about it like actual clinical dead but is is really the only reason like i know i am not going to kill myself yet and it probably stays that way because i am just too much of a pussy to be a pussy if you get what i mean,Potential Suicide post ,mankind afraid death lately asking often often fear death nowdays back middle age example course fear getting hell stupid shit like today even completly painless would struggle end suicidal would say even think often quit go pussy easy way struggle life instead going easy route personally think mankind fear unkown dont know whats death none really came back actual death reported like actual clinical dead really reason like know going kill yet probably stay way much pussy pussy get mean
i want everyone to feel my pain i am sick of everyone trying to hold me down and take advantage of mei amsick of always being second choicei amsick of being neglected feared and hated i want everyone to feel my wrath and my pain i am sick of hiding in the shadows and just taking it all i want everything they ever did to me to happen to them and 100 times over i hope they never get reliefi amsick of people and i am not afraid to admit it and it makes me sick to see so many happy people with perfect lives they dont deserve it if i cant be happy why should anyone else be,Potential Suicide post ,want everyone feel pain sick everyone trying hold take advantage mei amsick always second choicei amsick neglected feared hated want everyone feel wrath pain sick hiding shadow taking want everything ever happen 100 time hope never get reliefi amsick people afraid admit make sick see many happy people perfect life dont deserve cant happy anyone else
back home and finished dinner just stopped by for a minute still much to do tonight be back later,Not Suicide post,back home finished dinner stopped minute still much tonight back later
it is the pizza place is standing room only around dinnertime they had a pizza named after me the woo,Not Suicide post,pizza place standing room around dinnertime pizza named woo
i'm so fucking tired of depression i woke up feeling productive today now i don't want to do anything i feel shit,Potential Suicide post ,'m fucking tired depression woke feeling productive today n't want anything feel shit
just working matey but i'm off next week,Not Suicide post,working matey 'm next week
i am done my last post was how i am tired of living and the only good thing left in my life was my girlfriend but she just broke up with me and i feel so alone and hopeless i dont really feel like going on i really want to kill myself,Potential Suicide post ,done last post tired living good thing left life girlfriend broke feel alone hopeless dont really feel like going really want kill
eating as usualcant wait for pogo thursday night whoop,Not Suicide post,eating usualcant wait pogo thursday night whoop
and me too yay good morning,Not Suicide post,yay good morning
wellgood morning i thinklol nothing like playing muscial chairs with where you sleep,Not Suicide post,wellgood morning thinklol nothing like playing muscial chair sleep
thanks for the link to fastpitch,Not Suicide post,thanks link fastpitch
caugh caugh i am darth batman most brilliant crossover ever,Not Suicide post,caugh caugh darth batman brilliant crossover ever
why am i so weak that i cant keep up besides its not my new jobs fault thati amfeeling this way so why should i punish them by going on a leaveim supposed to be better than this at this pointi am so terrified of taking stress leave that nowi amstarting to be convinced killing myself is the only option my doctor has me on meds probably because i am crazy i dont know i dont have any friends either or a family supponet so dont with that friend shit and all i have is my boyfriend to talk to but this isnt his problem i wont saddle him with my weakness i am a shit person i deserve this,Potential Suicide post ,weak cant keep besides new job fault thati amfeeling way punish going leaveim supposed better pointi terrified taking stress leave nowi amstarting convinced killing option doctor med probably crazy dont know dont friend either family supponet dont friend shit boyfriend talk isnt problem wont saddle weakness shit person deserve
i feel so lonely,Potential Suicide post ,feel lonely
i'm almost caught up on himym i watched 34 episodes with last night ssssoooo good,Not Suicide post,'m almost caught himym watched 34 episode last night ssssoooo good
and a certain centurion's servant who was dear unto him was sick and ready to die luke 72,Potential Suicide post ,certain centurion 's servant dear unto sick ready die luke 72
off to town now see you later,Not Suicide post,town see later
thank you for inspiring people to check out a great cause that they might not have otherwise known was out there,Not Suicide post,thank inspiring people check great cause might otherwise known
forgot she had a twitter amp is pleased to know more people have joined,Not Suicide post,forgot twitter amp pleased know people joined
sis don't my life isnt how you think it is my life is a miserable,Potential Suicide post ,si n't life isnt think life miserable
ha nicea lot like love is on tv right now what a cute movie,Not Suicide post,ha nicea lot like love tv right cute movie
besties staying tonite,Not Suicide post,besties staying tonite
damn this is hardcore i hate myself for preheating so many ovens against clear ap style,Potential Suicide post ,damn hardcore hate preheating many oven clear ap style
hahas sucks to be you,Not Suicide post,hahas suck
thank you precious woman may you receive that and exceedingly more than you could ever hope for or imagine,Not Suicide post,thank precious woman may receive exceedingly could ever hope imagine
the time has finally come i am finally ready to end it all after 25 years of a sickening life i am ready to end it all i should have done it earlier but my life was all about coping i ll die with depression and as an involutary celibate thought of resorting to sex work before death but i have no motivation for that i ll die in the city where i was born the bridge is 75 meters tall so it should be enough to kill me if i fall on concrete goodbye meaningless world,Potential Suicide post ,time finally come finally ready end 25 year sickening life ready end done earlier life coping die depression involutary celibate thought resorting sex work death motivation die city born bridge 75 meter tall enough kill fall concrete goodbye meaningless world
nothing to congratulate for it's just a task but thanks i don't work in the maemo group,Not Suicide post,nothing congratulate 's task thanks n't work maemo group
i am so tired i just want to sleep but i m afraid of what i might dream of i guess its just my own fault i guess that all of my problems are my own fault ive heard thats supposed to make me feel better because it means i can work to get better and change things it only makes me feel worse because i know i wont people wont care if i die i ve asked some at least then i could rest i wouldnt be tired i wouldnt be,Potential Suicide post ,tired want sleep afraid might dream guess fault guess problem fault ive heard thats supposed make feel better mean work get better change thing make feel worse know wont people wont care die asked least could rest wouldnt tired wouldnt
i think my moment is coming it seems that the pieces of my life are already set it seems that fate so wants my mom will leave the house for a while for her work seems to be my opportunity to be free nobody cares if i die every day i get up and i think about suicide and how to carry it out i wish i had a gun i think i will find a way to do it ive already lost everything i can not enjoy my music like before the girl i like is in love with someone else i have no friends and i never had a girlfriend that disgust of life maybe is better leave this place,Potential Suicide post ,think moment coming seems piece life already set seems fate want mom leave house work seems opportunity free nobody care die every day get think suicide carry wish gun think find way ive already lost everything enjoy music like girl like love someone else friend never girlfriend disgust life maybe better leave place
wow i just woke up and there's a bag next to my bed i hate alcohol wtf happened tonight thanks everyone who came to my bday dinner,Not Suicide post,wow woke 's bag next bed hate alcohol wtf happened tonight thanks everyone came bday dinner
oh pants i'm hanging out with the old folks back in england defo b up 4 1 when i get back tho,Not Suicide post,oh pant 'm hanging old folk back england defo b 4 1 get back tho
whoa i want some too,Not Suicide post,whoa want
faves time for bedhave a good nightday see you in the amif you faves time for bed,Not Suicide post,faves time bedhave good nightday see amif faves time bed
i didn't want you to see the painting until it was done,Not Suicide post,n't want see painting done
he was tired,Not Suicide post,tired
i'm so tired of living pay check to pay check if any scammer want to dm please do,Potential Suicide post ,'m tired living pay check pay check scammer want dm please
y'a i'll go on a complete social media strike till i change myself completely i'm about to unlearn all the fucked,Potential Suicide post ,' 'll go complete social medium strike till change completely 'm unlearn fucked
sitting in the studio talking to danniee beee who is ignoring me as he is adding friends to his facebookthat is until he reads this,Not Suicide post,sitting studio talking danniee beee ignoring adding friend facebookthat read
this was a relationship she might want to pursue if he wasn't involved in something illegal,Not Suicide post,relationship might want pursue n't involved something illegal
but the dip keeps following me neh gaat alweer stuk beter gelukkig just one of those days,Not Suicide post,dip keep following neh gaat alweer stuk beter gelukkig one day
installing meebo at now you can talk with me when i am online,Not Suicide post,installing meebo talk online
my baby is tired,Not Suicide post,baby tired
done with the stress,Not Suicide post,done stress
my ultimate goal is to not end up like all the miserable people around me who settled in life and are perpetually bitter abou,Potential Suicide post ,ultimate goal end like miserable people around settled life perpetually bitter abou
also do you own any designer clothes,Not Suicide post,also designer clothes
if you're tired of living for the 1st and 15th and you need to do some immediatelylike when your regular deodora,Potential Suicide post ,'re tired living 1st 15th need immediatelylike regular deodora
select the tile option it's a little square towards the bottom of the screen when you're changing the background,Not Suicide post,select tile option 's little square towards bottom screen 're changing background
can't wait for friday i'm coming to see the recording do you know who friday's guests are yet looking forward to it,Not Suicide post,ca n't wait friday 'm coming see recording know friday 's guest yet looking forward
good morro i had a dream that i was banned from ggui,Not Suicide post,good morro dream banned ggui
don't make a topic am sure you'll get some replies soon,Not Suicide post,n't make topic sure 'll get reply soon
i want you to clean the dishes,Not Suicide post,want clean dish
me when i finally die after saying i want to die every single day,Potential Suicide post ,finally die saying want die every single day
i r so tired but i suppose thats what i get for procrastinating damn i hate having my ego tied up in grades i blame capitalism,Not Suicide post,r tired suppose thats get procrastinating damn hate ego tied grade blame capitalism
billie holiday i love this one taint nobodys business if i do,Not Suicide post,billie holiday love one taint nobody business
dont worry we'll make the most out of it,Not Suicide post,dont worry 'll make
wanted to kill her,Not Suicide post,wanted kill
yeah fuck it im logging out ill maybe make another account some other time and follow people i like but i really dont want to be here anymore i dont enjoy the verse waaay too toxic,Potential Suicide post ,yeah fuck im logging ill maybe make another account time follow people like really dont want anymore dont enjoy verse waaay toxic
why did i even come back i want to fucking die i'm tired of everything,Potential Suicide post ,even come back want fucking die 'm tired everything
buying your girl weaves is love language on its own,Not Suicide post,buying girl weave love language
eating prepeeled oranges too lazy to peel my own orange,Not Suicide post,eating prepeeled orange lazy peel orange
goodmorning dude long time no see,Not Suicide post,goodmorning dude long time see
you are being narrow mindedit's about the people who jsut,Potential Suicide post ,narrow mindedit 's people jsut
and in danish its quotrytmequot,Not Suicide post,danish quotrytmequot
i thought ive hated myself before but now i really truly hate myself so god damn much,Potential Suicide post ,thought ive hated really truly hate god damn much
welcome amp good to see you,Not Suicide post,welcome amp good see
ahhh the shoe throwing tradition after pakistan and iraq now in india,Not Suicide post,ahhh shoe throwing tradition pakistan iraq india
tellin two of my bffls to sign up here,Not Suicide post,tellin two bffls sign
thats right unc what a game,Not Suicide post,thats right unc game
the mooni cant do this im a fucking wreck i havent touched a thing at work i have cried here since 8am but i dont want to leave because i have to go say goodbye to someone i shouldnt be i don't know what to do with myself anymore,Potential Suicide post ,mooni cant im fucking wreck havent touched thing work cried since 8am dont want leave go say goodbye someone shouldnt n't know anymore
is up at 7 am for no reason had a great day yesterday hopes today is just as good,Not Suicide post,7 reason great day yesterday hope today good
survive but tired like shit whats the point of living,Potential Suicide post ,survive tired like shit whats point living
i hate myself sm i just want to die i dont deserve to live,Potential Suicide post ,hate sm want die dont deserve live
thousands of dead children as he put it sigh,Potential Suicide post ,thousand dead child put sigh
i'm tired of living tbh,Potential Suicide post ,'m tired living tbh
damn i hate myself,Potential Suicide post ,damn hate
nice pictures glad your having a good time,Not Suicide post,nice picture glad good time
don't quit twitter,Not Suicide post,n't quit twitter
learn the aof being alone and being happy at the same time,Not Suicide post,learn aof alone happy time
thanks for the help i have realized that now i need you to make it work,Not Suicide post,thanks help realized need make work
checking out virtual box looks quite nice,Not Suicide post,checking virtual box look quite nice
just woken up very pleased he won was it a good match,Not Suicide post,woken pleased good match
somebody kill the evil version of me please,Potential Suicide post ,somebody kill evil version please
heading home today for easter break my parents don't think i'll be home til thursday so what a surprise,Not Suicide post,heading home today easter break parent n't think 'll home til thursday surprise
its a black diwali for all of us who failed to while we reached out to ur office with evide,Potential Suicide post ,black diwali u failed reached ur office evide
i dont want to be here anymore,Potential Suicide post ,dont want anymore
i'm getting tired of people going through everything like literally everytime i die its cuz someone goes my stuff,Potential Suicide post ,'m getting tired people going everything like literally everytime die cuz someone go stuff
uh oh you're in trouble,Not Suicide post,uh oh 're trouble
won my first game of settlers and i didn't even realize i could have won the pound before haha,Not Suicide post,first game settler n't even realize could pound haha
hey hey hey just joined twitter sounds like a nice thing,Not Suicide post,hey hey hey joined twitter sound like nice thing
baby id try anything for the first time wi you,Not Suicide post,baby id try anything first time wi
ptsd and alcohol i had some extremely horrible violent stuff happen to me a few years ago i was 21 nowi am26 i forgot about repressed it or whatever for several years something unrelated one day made me remember everything it all came flooding back into my mind and it was like i was reliving it all and felt like i was having a never ending panic attack for about 4 days this buried trauma explained a lot about why my alcohol pornography cigarette usages were all insanely high to the point they fucked up my life and relationships with people close to me in signifigant waysi amafraid to talk about what happened to anyone even people i trust like my family or a potential therapist due to extreme irrational paranoia about the people involved finding out and hurting me again and sometimesi amjust completely consumed by negative horrible thoughts and cant escape them i tried getting a sliding scale therapist a couple years ago and even t and gave up on the idea of therapy i dont know what to do i dont want to give up,Potential Suicide post ,ptsd alcohol extremely horrible violent stuff happen year ago 21 nowi am26 forgot repressed whatever several year something unrelated one day made remember everything came flooding back mind like reliving felt like never ending panic attack 4 day buried trauma explained lot alcohol pornography cigarette usage insanely high point fucked life relationship people close signifigant waysi amafraid talk happened anyone even people trust like family potential therapist due extreme irrational paranoia people involved finding hurting sometimesi amjust completely consumed negative horrible thought cant escape tried getting sliding scale therapist couple year ago even gave idea therapy dont know dont want give
no problem,Not Suicide post,problem
buying a gun tomorrow since stores are closed i ll spare you the details of my life since no one will give a shit anywayi amjust done with everything nothing helps yes i am well aware that i m not alone it doesnt make a shit of difference nothing can be done and i m sick of wasting life time money air as much as i love the people in my life they arent worth living with this shit nor are they of any help because they dont know what to do i tried knives but i cant bring myself to draw blood,Potential Suicide post ,buying gun tomorrow since store closed spare detail life since one give shit anywayi amjust done everything nothing help yes well aware alone doesnt make shit difference nothing done sick wasting life time money air much love people life arent worth living shit help dont know tried knife cant bring draw blood
there is only one seat at the church of jason my life my choice my belief my artistic expression sorry there,Potential Suicide post ,one seat church jason life choice belief artistic expression sorry
heh heh but you cld use it for anything almost lol,Not Suicide post,heh heh cld use anything almost lol
sure just get that homework done while celebrating that poin,Not Suicide post,sure get homework done celebrating poin
haha it was alright we ended up paying abt 900 and yes i am coming to school tmoro oh oli pood tday d,Not Suicide post,haha alright ended paying abt 900 yes coming school tmoro oh oli pood tday
im tired of lies and living in lies of people showing only the versions they want to show and of shows that people put on,Potential Suicide post ,im tired lie living lie people showing version want show show people put
happy birthday big guy keep up the good work,Not Suicide post,happy birthday big guy keep good work
it's a nice piece of software indeed,Not Suicide post,'s nice piece software indeed
im exhausted to the point where i need my peace ive gone as far as deciding i would die for it cut ties for it i,Potential Suicide post ,im exhausted point need peace ive gone far deciding would die cut tie
you or the picture cus damn both be looking so good copyright,Potential Suicide post ,picture cu damn looking good copyright
im tired of struggling im tired of asking for help and mostly im just tired of life its not worth living anymore,Potential Suicide post ,im tired struggling im tired asking help mostly im tired life worth living anymore
ok now i have tkts for 2nite fast and the furious hope is great after being sold out for the weekend,Not Suicide post,ok tkts 2nite fast furious hope great sold weekend
bon courage pour magento,Not Suicide post,bon courage pour magento
i just want it to be healthy,Not Suicide post,want healthy
i hate myself more than anything in the world,Potential Suicide post ,hate anything world
but i'm just a motherfucker that want to be dead,Potential Suicide post ,'m motherfucker want dead
have you been overdoing the william gibson novels,Not Suicide post,overdoing william gibson novel
cheers for more wonderful years with highlight happy 8th anniversary guys,Not Suicide post,cheer wonderful year highlight happy 8th anniversary guy
