Tweet,Suicide,Clean_Tweet
i hate myself so much i want to kill myself how are yall,Potential Suicide post ,"['i', 'hate', 'myself', 'so', 'much', 'i', 'want', 'to', 'kill', 'myself', 'how', 'are', 'yall']"
just got in a car accident and i wish it had been worse and that i had gotten fatally injured when i was driving sometimes i imagine just crashing into something and dying i have had some close calls recently with other drivers and i often think afterward that i wish they had ended up hitting me i dont know why i feel like this ive been taking sertraline the generic version of zoloft which has stopped me from feeling horrible on a normal day to day basis but whenever something out of the ordinary happens like this car accident or i mess something up its like i had never taken the medsi feel like i both want to and dont want to die these last couple of years have been horrible for me but i still have dreams and want to do things before i started taking the sertraline i was actively planning my death but now its like i feel half wanting to keep going and half wanting to die before my life moves forward too much this car accident is going to cost me and my family a lot of money and its all my fault maybe they would have gotten some compensation if i had died if i wasnt around anymore they would be sad but i also wouldnt be able to disappoint them and cost them more than they can afford anymorei ama terrible daughter,Potential Suicide post ,"['just', 'got', 'in', 'a', 'car', 'accident', 'and', 'i', 'wish', 'it', 'had', 'been', 'worse', 'and', 'that', 'i', 'had', 'gotten', 'fatally', 'injured', 'when', 'i', 'was', 'driving', 'sometimes', 'i', 'imagine', 'just', 'crashing', 'into', 'something', 'and', 'dying', 'i', 'have', 'had', 'some', 'close', 'calls', 'recently', 'with', 'other', 'drivers', 'and', 'i', 'often', 'think', 'afterward', 'that', 'i', 'wish', 'they', 'had', 'ended', 'up', 'hitting', 'me', 'i', 'dont', 'know', 'why', 'i', 'feel', 'like', 'this', 'ive', 'been', 'taking', 'sertraline', 'the', 'generic', 'version', 'of', 'zoloft', 'which', 'has', 'stopped', 'me', 'from', 'feeling', 'horrible', 'on', 'a', 'normal', 'day', 'to', 'day', 'basis', 'but', 'whenever', 'something', 'out', 'of', 'the', 'ordinary', 'happens', 'like', 'this', 'car', 'accident', 'or', 'i', 'mess', 'something', 'up', 'its', 'like', 'i', 'had', 'never', 'taken', 'the', 'medsi', 'feel', 'like', 'i', 'both', 'want', 'to', 'and', 'dont', 'want', 'to', 'die', 'these', 'last', 'couple', 'of', 'years', 'have', 'been', 'horrible', 'for', 'me', 'but', 'i', 'still', 'have', 'dreams', 'and', 'want', 'to', 'do', 'things', 'before', 'i', 'started', 'taking', 'the', 'sertraline', 'i', 'was', 'actively', 'planning', 'my', 'death', 'but', 'now', 'its', 'like', 'i', 'feel', 'half', 'wanting', 'to', 'keep', 'going', 'and', 'half', 'wanting', 'to', 'die', 'before', 'my', 'life', 'moves', 'forward', 'too', 'much', 'this', 'car', 'accident', 'is', 'going', 'to', 'cost', 'me', 'and', 'my', 'family', 'a', 'lot', 'of', 'money', 'and', 'its', 'all', 'my', 'fault', 'maybe', 'they', 'would', 'have', 'gotten', 'some', 'compensation', 'if', 'i', 'had', 'died', 'if', 'i', 'wasnt', 'around', 'anymore', 'they', 'would', 'be', 'sad', 'but', 'i', 'also', 'wouldnt', 'be', 'able', 'to', 'disappoint', 'them', 'and', 'cost', 'them', 'more', 'than', 'they', 'can', 'afford', 'anymorei', 'ama', 'terrible', 'daughter']"
thanks bro baru dpt login wc td lps reset password balik,Not Suicide post,"['thanks', 'bro', 'baru', 'dpt', 'login', 'wc', 'td', 'lps', 'reset', 'password', 'balik']"
yea they just keep getting better,Not Suicide post,"['yea', 'they', 'just', 'keep', 'getting', 'better']"
good morning jason hope you're enjoying tweeting my twitter friend,Not Suicide post,"['good', 'morning', 'jason', 'hope', 'you', ""'re"", 'enjoying', 'tweeting', 'my', 'twitter', 'friend']"
does anyone know where i can buy piano sheet music for the script because i'm reluctant to order it online if i can buy it in dublin,Not Suicide post,"['does', 'anyone', 'know', 'where', 'i', 'can', 'buy', 'piano', 'sheet', 'music', 'for', 'the', 'script', 'because', 'i', ""'m"", 'reluctant', 'to', 'order', 'it', 'online', 'if', 'i', 'can', 'buy', 'it', 'in', 'dublin']"
of course i just don't trust any single source or filter of data,Not Suicide post,"['of', 'course', 'i', 'just', 'do', ""n't"", 'trust', 'any', 'single', 'source', 'or', 'filter', 'of', 'data']"
awesome song by press play on tape geekyness at it's best,Not Suicide post,"['awesome', 'song', 'by', 'press', 'play', 'on', 'tape', 'geekyness', 'at', 'it', ""'s"", 'best']"
lol i thought this was a post about buying good cheap wines,Not Suicide post,"['lol', 'i', 'thought', 'this', 'was', 'a', 'post', 'about', 'buying', 'good', 'cheap', 'wines']"
night kelly x,Not Suicide post,"['night', 'kelly', 'x']"
i hate when im talking to myself and someones like huh cant a girl have a conversation with herself in peace around here god damn,Potential Suicide post ,"['i', 'hate', 'when', 'im', 'talking', 'to', 'myself', 'and', 'someones', 'like', 'huh', 'cant', 'a', 'girl', 'have', 'a', 'conversation', 'with', 'herself', 'in', 'peace', 'around', 'here', 'god', 'damn']"
its good people like you aren't scared to say the real tweets transparency is shown for real cheers,Not Suicide post,"['its', 'good', 'people', 'like', 'you', 'are', ""n't"", 'scared', 'to', 'say', 'the', 'real', 'tweets', 'transparency', 'is', 'shown', 'for', 'real', 'cheers']"
that guy is the total complete product of progressive reeducation in other words he',Potential Suicide post ,"['that', 'guy', 'is', 'the', 'total', 'complete', 'product', 'of', 'progressive', 'reeducation', 'in', 'other', 'words', 'he', ""'""]"
i woke up with a bag over my head after i intentionally overdosed on a conbo of 250 mg diclazepam half a handle of bou,Potential Suicide post ,"['i', 'woke', 'up', 'with', 'a', 'bag', 'over', 'my', 'head', 'after', 'i', 'intentionally', 'overdosed', 'on', 'a', 'conbo', 'of', '250', 'mg', 'diclazepam', 'half', 'a', 'handle', 'of', 'bou']"
insulting did you invent it now i know what to get you for your birthday,Not Suicide post,"['insulting', 'did', 'you', 'invent', 'it', 'now', 'i', 'know', 'what', 'to', 'get', 'you', 'for', 'your', 'birthday']"
and it make no logical sense in their twisted v,Potential Suicide post ,"['and', 'it', 'make', 'no', 'logical', 'sense', 'in', 'their', 'twisted', 'v']"
interesting night i love my sisters,Not Suicide post,"['interesting', 'night', 'i', 'love', 'my', 'sisters']"
unfortunately i cant leave well enough alone and in trying,Potential Suicide post ,"['unfortunately', 'i', 'cant', 'leave', 'well', 'enough', 'alone', 'and', 'in', 'trying']"
basil and hafiz are having a very nice gay moment in the studio,Not Suicide post,"['basil', 'and', 'hafiz', 'are', 'having', 'a', 'very', 'nice', 'gay', 'moment', 'in', 'the', 'studio']"
i want to say ill never be active again not quite sure i dont have any reason to be on here anymore anyways bye everyone take care,Potential Suicide post ,"['i', 'want', 'to', 'say', 'ill', 'never', 'be', 'active', 'again', 'not', 'quite', 'sure', 'i', 'dont', 'have', 'any', 'reason', 'to', 'be', 'on', 'here', 'anymore', 'anyways', 'bye', 'everyone', 'take', 'care']"
pain its just like fire amp memories are the alcohol that increases its flare have you ever felt the crack of your broken,Potential Suicide post ,"['pain', 'its', 'just', 'like', 'fire', 'amp', 'memories', 'are', 'the', 'alcohol', 'that', 'increases', 'its', 'flare', 'have', 'you', 'ever', 'felt', 'the', 'crack', 'of', 'your', 'broken']"
and a certain centurion's servant who was dear unto him was sick and ready to die luke 72,Potential Suicide post ,"['and', 'a', 'certain', 'centurion', ""'s"", 'servant', 'who', 'was', 'dear', 'unto', 'him', 'was', 'sick', 'and', 'ready', 'to', 'die', 'luke', '72']"
woop i'm keen to head to sydneymelbourne even if yyy come here we should still roadtrip,Not Suicide post,"['woop', 'i', ""'m"", 'keen', 'to', 'head', 'to', 'sydneymelbourne', 'even', 'if', 'yyy', 'come', 'here', 'we', 'should', 'still', 'roadtrip']"
bom dia twitters,Not Suicide post,"['bom', 'dia', 'twitters']"
tweetdeck icons annoyng your desktop change from deviana,Not Suicide post,"['tweetdeck', 'icons', 'annoyng', 'your', 'desktop', 'change', 'from', 'deviana']"
castroville tx i just dont want to be here anymore,Potential Suicide post ,"['castroville', 'tx', 'i', 'just', 'dont', 'want', 'to', 'be', 'here', 'anymore']"
thank you kal you're great good luck on everything that you'll do,Not Suicide post,"['thank', 'you', 'kal', 'you', ""'re"", 'great', 'good', 'luck', 'on', 'everything', 'that', 'you', ""'ll"", 'do']"
i almost attempted suicide again when someone blackmailed me and threatened to have me thrown in jail for something i didnt do he knew where i worked and my parents names,Potential Suicide post ,"['i', 'almost', 'attempted', 'suicide', 'again', 'when', 'someone', 'blackmailed', 'me', 'and', 'threatened', 'to', 'have', 'me', 'thrown', 'in', 'jail', 'for', 'something', 'i', 'didnt', 'do', 'he', 'knew', 'where', 'i', 'worked', 'and', 'my', 'parents', 'names']"
hy colei come from germany and my biggest wish is to have contact with youi know that i never can see you but its ok,Not Suicide post,"['hy', 'colei', 'come', 'from', 'germany', 'and', 'my', 'biggest', 'wish', 'is', 'to', 'have', 'contact', 'with', 'youi', 'know', 'that', 'i', 'never', 'can', 'see', 'you', 'but', 'its', 'ok']"
i love each time up post an update ur profile picture is an amazing site let me tell you,Not Suicide post,"['i', 'love', 'each', 'time', 'up', 'post', 'an', 'update', 'ur', 'profile', 'picture', 'is', 'an', 'amazing', 'site', 'let', 'me', 'tell', 'you']"
why is it that everyday i hate my life more and more i really feel im destined to be miserable forever,Potential Suicide post ,"['why', 'is', 'it', 'that', 'everyday', 'i', 'hate', 'my', 'life', 'more', 'and', 'more', 'i', 'really', 'feel', 'im', 'destined', 'to', 'be', 'miserable', 'forever']"
searching for a good dress any care to help me,Not Suicide post,"['searching', 'for', 'a', 'good', 'dress', 'any', 'care', 'to', 'help', 'me']"
i just finished feeding kayden his breakfast so now we are relaxing and watching shrek,Not Suicide post,"['i', 'just', 'finished', 'feeding', 'kayden', 'his', 'breakfast', 'so', 'now', 'we', 'are', 'relaxing', 'and', 'watching', 'shrek']"
when my bottle pop shake me,Not Suicide post,"['when', 'my', 'bottle', 'pop', 'shake', 'me']"
oh blimey it's not you is it don't worry i wouldn't say anything here that i wouldn't say to them personally,Not Suicide post,"['oh', 'blimey', 'it', ""'s"", 'not', 'you', 'is', 'it', 'do', ""n't"", 'worry', 'i', 'would', ""n't"", 'say', 'anything', 'here', 'that', 'i', 'would', ""n't"", 'say', 'to', 'them', 'personally']"
just waking up and can't decide what drink to have for breakfast amp some people are becoming twitter addicts its funny,Not Suicide post,"['just', 'waking', 'up', 'and', 'ca', ""n't"", 'decide', 'what', 'drink', 'to', 'have', 'for', 'breakfast', 'amp', 'some', 'people', 'are', 'becoming', 'twitter', 'addicts', 'its', 'funny']"
and as we turn and look to the future very interesting times ahead,Not Suicide post,"['and', 'as', 'we', 'turn', 'and', 'look', 'to', 'the', 'future', 'very', 'interesting', 'times', 'ahead']"
congratulations to for winning music group of 2018 at the,Not Suicide post,"['congratulations', 'to', 'for', 'winning', 'music', 'group', 'of', '2018', 'at', 'the']"
going back to os x after a forced 5 month hiatus with only my windows and linux boxes makes me a happy camper,Not Suicide post,"['going', 'back', 'to', 'os', 'x', 'after', 'a', 'forced', '5', 'month', 'hiatus', 'with', 'only', 'my', 'windows', 'and', 'linux', 'boxes', 'makes', 'me', 'a', 'happy', 'camper']"
12 hr debugging for a css problem on a colleague's computer before i remembered that i installed ie8 on my pc a couple of weeks ago,Not Suicide post,"['12', 'hr', 'debugging', 'for', 'a', 'css', 'problem', 'on', 'a', 'colleague', ""'s"", 'computer', 'before', 'i', 'remembered', 'that', 'i', 'installed', 'ie8', 'on', 'my', 'pc', 'a', 'couple', 'of', 'weeks', 'ago']"
anyways arohas lets work hard to show our love and suppofor astro in this comeback as they provide us with another good,Not Suicide post,"['anyways', 'arohas', 'lets', 'work', 'hard', 'to', 'show', 'our', 'love', 'and', 'suppofor', 'astro', 'in', 'this', 'comeback', 'as', 'they', 'provide', 'us', 'with', 'another', 'good']"
tillsonburg ontario ok,Potential Suicide post ,"['tillsonburg', 'ontario', 'ok']"
i took a twitter break now i'm back,Not Suicide post,"['i', 'took', 'a', 'twitter', 'break', 'now', 'i', ""'m"", 'back']"
hah round is a shape indeed and there are round parts of me i'd like to plane down,Not Suicide post,"['hah', 'round', 'is', 'a', 'shape', 'indeed', 'and', 'there', 'are', 'round', 'parts', 'of', 'me', 'i', ""'d"", 'like', 'to', 'plane', 'down']"
nishinoya small and ready to die eat my ass spirits,Potential Suicide post ,"['nishinoya', 'small', 'and', 'ready', 'to', 'die', 'eat', 'my', 'ass', 'spirits']"
i think it may be time for some really dirty songs from nickelback lol,Not Suicide post,"['i', 'think', 'it', 'may', 'be', 'time', 'for', 'some', 'really', 'dirty', 'songs', 'from', 'nickelback', 'lol']"
it's just a toolbar with a set of functions not very special actually it's not that specifically useful for a translator,Not Suicide post,"['it', ""'s"", 'just', 'a', 'toolbar', 'with', 'a', 'set', 'of', 'functions', 'not', 'very', 'special', 'actually', 'it', ""'s"", 'not', 'that', 'specifically', 'useful', 'for', 'a', 'translator']"
fuck it i can't sleep going shopping today,Not Suicide post,"['fuck', 'it', 'i', 'ca', ""n't"", 'sleep', 'going', 'shopping', 'today']"
i be asking god why do i keep loosing people in my life but i see why everyday you can't move ahead in life,Not Suicide post,"['i', 'be', 'asking', 'god', 'why', 'do', 'i', 'keep', 'loosing', 'people', 'in', 'my', 'life', 'but', 'i', 'see', 'why', 'everyday', 'you', 'ca', ""n't"", 'move', 'ahead', 'in', 'life']"
hurrah someone is listening delay so long have now missed meeting back home to walk dog and reschedule,Not Suicide post,"['hurrah', 'someone', 'is', 'listening', 'delay', 'so', 'long', 'have', 'now', 'missed', 'meeting', 'back', 'home', 'to', 'walk', 'dog', 'and', 'reschedule']"
i think he got our descriptions mixed up bugmum either that or you gotta tease him more treat em mean,Not Suicide post,"['i', 'think', 'he', 'got', 'our', 'descriptions', 'mixed', 'up', 'bugmum', 'either', 'that', 'or', 'you', 'got', 'ta', 'tease', 'him', 'more', 'treat', 'em', 'mean']"
had to follow after reading that tweet about quotwhy is it that every second quot,Not Suicide post,"['had', 'to', 'follow', 'after', 'reading', 'that', 'tweet', 'about', 'quotwhy', 'is', 'it', 'that', 'every', 'second', 'quot']"
looking forward to the new website,Not Suicide post,"['looking', 'forward', 'to', 'the', 'new', 'website']"
wishing you all the happiness and love in the,Not Suicide post,"['wishing', 'you', 'all', 'the', 'happiness', 'and', 'love', 'in', 'the']"
feel like running away far away in a great place where no one can find me,Not Suicide post,"['feel', 'like', 'running', 'away', 'far', 'away', 'in', 'a', 'great', 'place', 'where', 'no', 'one', 'can', 'find', 'me']"
i'm gunna have a lazy day today woo good timezzzzzzzz,Not Suicide post,"['i', ""'m"", 'gunna', 'have', 'a', 'lazy', 'day', 'today', 'woo', 'good', 'timezzzzzzzz']"
i want to kill myself but i am afraid to die i have been dealing with this pain for about 3 years i have seen many therapists and have tried medication nothing has worked i told my parents tonight that i wanted to commit suicide and it has caused nothing but chaos in my house i have been looking online for ways to die and have figured that drinking and taking medication is the way to go for me i have already been drinking but have been hesitant to take medication because i am scared to die i do not believe in god i do not know what comes after death i am scared of pain and afraid that it will huand i will not succeed,Potential Suicide post ,"['i', 'want', 'to', 'kill', 'myself', 'but', 'i', 'am', 'afraid', 'to', 'die', 'i', 'have', 'been', 'dealing', 'with', 'this', 'pain', 'for', 'about', '3', 'years', 'i', 'have', 'seen', 'many', 'therapists', 'and', 'have', 'tried', 'medication', 'nothing', 'has', 'worked', 'i', 'told', 'my', 'parents', 'tonight', 'that', 'i', 'wanted', 'to', 'commit', 'suicide', 'and', 'it', 'has', 'caused', 'nothing', 'but', 'chaos', 'in', 'my', 'house', 'i', 'have', 'been', 'looking', 'online', 'for', 'ways', 'to', 'die', 'and', 'have', 'figured', 'that', 'drinking', 'and', 'taking', 'medication', 'is', 'the', 'way', 'to', 'go', 'for', 'me', 'i', 'have', 'already', 'been', 'drinking', 'but', 'have', 'been', 'hesitant', 'to', 'take', 'medication', 'because', 'i', 'am', 'scared', 'to', 'die', 'i', 'do', 'not', 'believe', 'in', 'god', 'i', 'do', 'not', 'know', 'what', 'comes', 'after', 'death', 'i', 'am', 'scared', 'of', 'pain', 'and', 'afraid', 'that', 'it', 'will', 'huand', 'i', 'will', 'not', 'succeed']"
i stay up all night tryna make myself feel alright i'm too uncomfortable to fall asleep ugh fuck this bitch of a ro,Potential Suicide post ,"['i', 'stay', 'up', 'all', 'night', 'tryna', 'make', 'myself', 'feel', 'alright', 'i', ""'m"", 'too', 'uncomfortable', 'to', 'fall', 'asleep', 'ugh', 'fuck', 'this', 'bitch', 'of', 'a', 'ro']"
my life is meaningless i just want to end my life so badly my life is completely empty and i dont want to have to create meaning in it creating meaning is pain how long will i hold back the urge to run my car head first into the next person coming the opposite way when will i stop feeling jealous of tragic characters like gomer pile for the swift end they were able to bring to their lives,Potential Suicide post ,"['my', 'life', 'is', 'meaningless', 'i', 'just', 'want', 'to', 'end', 'my', 'life', 'so', 'badly', 'my', 'life', 'is', 'completely', 'empty', 'and', 'i', 'dont', 'want', 'to', 'have', 'to', 'create', 'meaning', 'in', 'it', 'creating', 'meaning', 'is', 'pain', 'how', 'long', 'will', 'i', 'hold', 'back', 'the', 'urge', 'to', 'run', 'my', 'car', 'head', 'first', 'into', 'the', 'next', 'person', 'coming', 'the', 'opposite', 'way', 'when', 'will', 'i', 'stop', 'feeling', 'jealous', 'of', 'tragic', 'characters', 'like', 'gomer', 'pile', 'for', 'the', 'swift', 'end', 'they', 'were', 'able', 'to', 'bring', 'to', 'their', 'lives']"
hi tita now i know why she is the most humble and most genuine even though it,Not Suicide post,"['hi', 'tita', 'now', 'i', 'know', 'why', 'she', 'is', 'the', 'most', 'humble', 'and', 'most', 'genuine', 'even', 'though', 'it']"
why is it that i can absolutely nail my job that i despise with all my heabut manage to royally fuck up every si,Potential Suicide post ,"['why', 'is', 'it', 'that', 'i', 'can', 'absolutely', 'nail', 'my', 'job', 'that', 'i', 'despise', 'with', 'all', 'my', 'heabut', 'manage', 'to', 'royally', 'fuck', 'up', 'every', 'si']"
sat at home doing nothing looking foward to bakewell next week though,Not Suicide post,"['sat', 'at', 'home', 'doing', 'nothing', 'looking', 'foward', 'to', 'bakewell', 'next', 'week', 'though']"
i have liked ryder for quite awhile amp it was good to see him perform on a televised fight i am loving it,Not Suicide post,"['i', 'have', 'liked', 'ryder', 'for', 'quite', 'awhile', 'amp', 'it', 'was', 'good', 'to', 'see', 'him', 'perform', 'on', 'a', 'televised', 'fight', 'i', 'am', 'loving', 'it']"
haha 2 am lol oh my god im freezing too haha,Not Suicide post,"['haha', '2', 'am', 'lol', 'oh', 'my', 'god', 'im', 'freezing', 'too', 'haha']"
i saw your photos hot,Not Suicide post,"['i', 'saw', 'your', 'photos', 'hot']"
cool now i have my own leaping theme music i am going to forgo thinking about the fact that it is the pepe le pew music and just leap,Not Suicide post,"['cool', 'now', 'i', 'have', 'my', 'own', 'leaping', 'theme', 'music', 'i', 'am', 'going', 'to', 'forgo', 'thinking', 'about', 'the', 'fact', 'that', 'it', 'is', 'the', 'pepe', 'le', 'pew', 'music', 'and', 'just', 'leap']"
about time that mc flipside mix came out its sooooooooooooo goooooooooood,Not Suicide post,"['about', 'time', 'that', 'mc', 'flipside', 'mix', 'came', 'out', 'its', 'sooooooooooooo', 'goooooooooood']"
with my financial situation getting worse so does my mental health suicide is my plan z and i feel like i am about to reach plan z i think i should have just committed suicide at 15 years old when i thought about it a lot now i grew up and i made my life worse,Potential Suicide post ,"['with', 'my', 'financial', 'situation', 'getting', 'worse', 'so', 'does', 'my', 'mental', 'health', 'suicide', 'is', 'my', 'plan', 'z', 'and', 'i', 'feel', 'like', 'i', 'am', 'about', 'to', 'reach', 'plan', 'z', 'i', 'think', 'i', 'should', 'have', 'just', 'committed', 'suicide', 'at', '15', 'years', 'old', 'when', 'i', 'thought', 'about', 'it', 'a', 'lot', 'now', 'i', 'grew', 'up', 'and', 'i', 'made', 'my', 'life', 'worse']"
every day becomes a disappointment for us americans that want our america back as it is to be l,Potential Suicide post ,"['every', 'day', 'becomes', 'a', 'disappointment', 'for', 'us', 'americans', 'that', 'want', 'our', 'america', 'back', 'as', 'it', 'is', 'to', 'be', 'l']"
i am supporting for this,Not Suicide post,"['i', 'am', 'supporting', 'for', 'this']"
i am just tired of everything i want to die,Potential Suicide post ,"['i', 'am', 'just', 'tired', 'of', 'everything', 'i', 'want', 'to', 'die']"
how much anger must you be carrying to treat a stranger whos lifestrugglesbattles you know nothing about so poorly,Potential Suicide post ,"['how', 'much', 'anger', 'must', 'you', 'be', 'carrying', 'to', 'treat', 'a', 'stranger', 'whos', 'lifestrugglesbattles', 'you', 'know', 'nothing', 'about', 'so', 'poorly']"
prays for his new job career praise god i got a new job,Not Suicide post,"['prays', 'for', 'his', 'new', 'job', 'career', 'praise', 'god', 'i', 'got', 'a', 'new', 'job']"
hooraaaaaaaaaay proud to have been an itty bitty droplet in this congratulations you,Not Suicide post,"['hooraaaaaaaaaay', 'proud', 'to', 'have', 'been', 'an', 'itty', 'bitty', 'droplet', 'in', 'this', 'congratulations', 'you']"
release my body,Potential Suicide post ,"['release', 'my', 'body']"
i swear some you motherfuckers want people to be horrible racist rapist homophobic pedophiles after they die and you gi,Potential Suicide post ,"['i', 'swear', 'some', 'you', 'motherfuckers', 'want', 'people', 'to', 'be', 'horrible', 'racist', 'rapist', 'homophobic', 'pedophiles', 'after', 'they', 'die', 'and', 'you', 'gi']"
me happy birthday loving the foxy avatar pic as well serious party plans for the big day,Not Suicide post,"['me', 'happy', 'birthday', 'loving', 'the', 'foxy', 'avatar', 'pic', 'as', 'well', 'serious', 'party', 'plans', 'for', 'the', 'big', 'day']"
i did something on the 2 of october i overdosed i just felt so alone and horrible i was in hospital for two days now when i walk down the hallways of my school they always look at me weird and say i should take more pills and i hate it i have no one i have this voice in my head now and it wont go away and i cant be myself anymore thanks for reading,Potential Suicide post ,"['i', 'did', 'something', 'on', 'the', '2', 'of', 'october', 'i', 'overdosed', 'i', 'just', 'felt', 'so', 'alone', 'and', 'horrible', 'i', 'was', 'in', 'hospital', 'for', 'two', 'days', 'now', 'when', 'i', 'walk', 'down', 'the', 'hallways', 'of', 'my', 'school', 'they', 'always', 'look', 'at', 'me', 'weird', 'and', 'say', 'i', 'should', 'take', 'more', 'pills', 'and', 'i', 'hate', 'it', 'i', 'have', 'no', 'one', 'i', 'have', 'this', 'voice', 'in', 'my', 'head', 'now', 'and', 'it', 'wont', 'go', 'away', 'and', 'i', 'cant', 'be', 'myself', 'anymore', 'thanks', 'for', 'reading']"
big law killed my husband' an open letter from a sidley partner's widow,Potential Suicide post ,"['big', 'law', 'killed', 'my', 'husband', ""'"", 'an', 'open', 'letter', 'from', 'a', 'sidley', 'partner', ""'s"", 'widow']"
we can all have a fun ladies night anyone can join,Not Suicide post,"['we', 'can', 'all', 'have', 'a', 'fun', 'ladies', 'night', 'anyone', 'can', 'join']"
guess who will die today thats me im too tired of everything rn and im too hurt,Potential Suicide post ,"['guess', 'who', 'will', 'die', 'today', 'thats', 'me', 'im', 'too', 'tired', 'of', 'everything', 'rn', 'and', 'im', 'too', 'hurt']"
i just want to bring up mac didnt die from cocaine mixed with fentanyl he literally had a line shit aint been t,Potential Suicide post ,"['i', 'just', 'want', 'to', 'bring', 'up', 'mac', 'didnt', 'die', 'from', 'cocaine', 'mixed', 'with', 'fentanyl', 'he', 'literally', 'had', 'a', 'line', 'shit', 'aint', 'been', 't']"
watching tron oh my goodness genius stuff d the bike scene just flashed by,Not Suicide post,"['watching', 'tron', 'oh', 'my', 'goodness', 'genius', 'stuff', 'd', 'the', 'bike', 'scene', 'just', 'flashed', 'by']"
having sugar puffs for breakfast amp listening to mcfly what a great way to stamy day,Not Suicide post,"['having', 'sugar', 'puffs', 'for', 'breakfast', 'amp', 'listening', 'to', 'mcfly', 'what', 'a', 'great', 'way', 'to', 'stamy', 'day']"
having 100 slides again,Not Suicide post,"['having', '100', 'slides', 'again']"
newfoundland canada i want to say ill never be active again not quite sure i dont have any reason to be on here anymore anyways bye everyone t,Potential Suicide post ,"['newfoundland', 'canada', 'i', 'want', 'to', 'say', 'ill', 'never', 'be', 'active', 'again', 'not', 'quite', 'sure', 'i', 'dont', 'have', 'any', 'reason', 'to', 'be', 'on', 'here', 'anymore', 'anyways', 'bye', 'everyone', 't']"
we are open again today from 1000 am til 7 pm come in and see us,Not Suicide post,"['we', 'are', 'open', 'again', 'today', 'from', '1000', 'am', 'til', '7', 'pm', 'come', 'in', 'and', 'see', 'us']"
sorry i keep missing you kd you don't need to apoligise for nothing we all have bad days an what you are dealing,Potential Suicide post ,"['sorry', 'i', 'keep', 'missing', 'you', 'kd', 'you', 'do', ""n't"", 'need', 'to', 'apoligise', 'for', 'nothing', 'we', 'all', 'have', 'bad', 'days', 'an', 'what', 'you', 'are', 'dealing']"
bless ya fella,Not Suicide post,"['bless', 'ya', 'fella']"
i never say my life is miserable my life is pretty good not going to lie but what it seems to be a privileged life may n,Potential Suicide post ,"['i', 'never', 'say', 'my', 'life', 'is', 'miserable', 'my', 'life', 'is', 'pretty', 'good', 'not', 'going', 'to', 'lie', 'but', 'what', 'it', 'seems', 'to', 'be', 'a', 'privileged', 'life', 'may', 'n']"
good routes here was today's ride 2 laps,Not Suicide post,"['good', 'routes', 'here', 'was', 'today', ""'s"", 'ride', '2', 'laps']"
this is painful and just the thought of losing another young person to suicide makes it extremely hard to see a fam,Potential Suicide post ,"['this', 'is', 'painful', 'and', 'just', 'the', 'thought', 'of', 'losing', 'another', 'young', 'person', 'to', 'suicide', 'makes', 'it', 'extremely', 'hard', 'to', 'see', 'a', 'fam']"
i loved you on chelsea lately,Not Suicide post,"['i', 'loved', 'you', 'on', 'chelsea', 'lately']"
moody woods is absolutely awesome,Not Suicide post,"['moody', 'woods', 'is', 'absolutely', 'awesome']"
since we're talking abt him hey uhh remember when yanderedev said intellectually disabled people deserve to die p,Potential Suicide post ,"['since', 'we', ""'re"", 'talking', 'abt', 'him', 'hey', 'uhh', 'remember', 'when', 'yanderedev', 'said', 'intellectually', 'disabled', 'people', 'deserve', 'to', 'die', 'p']"
oh that was great thanks i'll pass it around,Not Suicide post,"['oh', 'that', 'was', 'great', 'thanks', 'i', ""'ll"", 'pass', 'it', 'around']"
oh my god serious why not it was shit im getting thursday off tho wat do you want to do i got a reply yeow,Not Suicide post,"['oh', 'my', 'god', 'serious', 'why', 'not', 'it', 'was', 'shit', 'im', 'getting', 'thursday', 'off', 'tho', 'wat', 'do', 'you', 'want', 'to', 'do', 'i', 'got', 'a', 'reply', 'yeow']"
you're such a sweet daughterinlaw i hope it goes well today,Not Suicide post,"['you', ""'re"", 'such', 'a', 'sweet', 'daughterinlaw', 'i', 'hope', 'it', 'goes', 'well', 'today']"
ooh i've never been to the alameda flea market must check it out thank you,Not Suicide post,"['ooh', 'i', ""'ve"", 'never', 'been', 'to', 'the', 'alameda', 'flea', 'market', 'must', 'check', 'it', 'out', 'thank', 'you']"
cool stuff,Not Suicide post,"['cool', 'stuff']"
i've truly never been happier with my life i'm rid of all the toxic people who brought me down and those,Potential Suicide post ,"['i', ""'ve"", 'truly', 'never', 'been', 'happier', 'with', 'my', 'life', 'i', ""'m"", 'rid', 'of', 'all', 'the', 'toxic', 'people', 'who', 'brought', 'me', 'down', 'and', 'those']"
thats a big one,Not Suicide post,"['thats', 'a', 'big', 'one']"
was no reason for you to get banned 2k not rightronnie stay banning folks that do nothing but try,Potential Suicide post ,"['was', 'no', 'reason', 'for', 'you', 'to', 'get', 'banned', '2k', 'not', 'rightronnie', 'stay', 'banning', 'folks', 'that', 'do', 'nothing', 'but', 'try']"
damn i really do hate myself,Potential Suicide post ,"['damn', 'i', 'really', 'do', 'hate', 'myself']"
night all just enjoyed a chat on connect2mums check it out,Not Suicide post,"['night', 'all', 'just', 'enjoyed', 'a', 'chat', 'on', 'connect2mums', 'check', 'it', 'out']"
